id,age,statut,bac_serie,cible,niveau_agronomie,niveau_algorithme,niveau_algèbre,niveau_analyse,niveau_analyse_mathématique,niveau_anglais,niveau_assainissement,niveau_autocad,niveau_bactériologie,niveau_base_de_données,niveau_biochimie,niveau_biologie_animale,niveau_biologie_cellulaire,niveau_botanique,niveau_chimie,niveau_comptabilité,niveau_dessin,niveau_droit,niveau_ecologie,niveau_economie,niveau_econométrie,niveau_electricité,niveau_electronique,niveau_environnement,niveau_enzymologie,niveau_finance_publique,niveau_fiscalité,niveau_français,niveau_génétique,niveau_géologie,niveau_html_css,niveau_hydraulique,niveau_hygiène,niveau_industries_pharmaceutiques,niveau_informatique,niveau_informatique_scientifique,niveau_langage_c,niveau_logique,niveau_macroéconomie_microéconomie,niveau_maintenance,niveau_marketing,niveau_mathématique_discrète,niveau_mathématique_financière,niveau_mathématiques,niveau_musique,niveau_mécanique,niveau_nutrition_humaine,niveau_organisation_dentreprise,niveau_ouvrages_métalliques,niveau_pharmacologie,niveau_physiologie_animale,niveau_physiologie_végétale,niveau_physique,niveau_probabilité_statistique,niveau_pétrologie,niveau_science_des_aliments,niveau_sites_touristiques,niveau_statistiques_appliquée,niveau_structure_de_données,niveau_structure_des_ordinateurs,niveau_technique_bancaire,niveau_thermodynamique,niveau_thermophysique,niveau_virologie,niveau_zootechnie,travail_equipe,autonomie,analyse_synthese,creativite,gestion_projet,environnement,secteur,filiere_nom
246,34,1,3,14,2,3,3,3,2,5,2,5,3,3,3,3,2,2,5,1,3,2,1,1,1,4,3,2,2,1,3,4,2,2,2,2,1,2,2,1,1,1,2,3,1,2,3,5,1,3,2,2,1,1,1,1,4,2,5,2,2,3,2,2,1,2,4,2,1,0,0,0,1,1,0,7,ICMP
247,38,1,0,12,2,2,3,3,2,3,2,4,2,2,1,2,3,1,1,1,4,3,3,3,2,4,4,3,1,3,3,4,1,2,2,2,3,2,2,3,2,2,2,4,3,3,1,4,2,5,3,1,4,1,2,2,5,3,2,3,3,3,2,1,1,4,1,3,2,1,1,0,0,0,1,2,EMII
248,31,0,2,6,1,2,3,3,2,3,1,1,1,1,2,3,2,1,1,2,1,5,1,4,3,2,2,3,3,5,5,4,3,3,3,3,2,3,3,2,3,4,3,3,5,3,1,1,1,2,2,5,2,3,2,2,3,2,1,3,2,2,1,1,3,1,1,1,2,0,0,1,1,1,2,5,DTJA
249,20,0,3,9,3,1,2,4,2,4,2,1,5,2,4,5,5,1,5,1,2,2,2,3,1,2,2,1,5,1,3,3,5,1,3,2,3,2,3,1,1,1,3,1,1,3,2,2,1,3,3,1,1,1,5,4,1,1,2,5,3,3,3,2,3,4,1,4,2,1,0,0,0,0,3,13,IAA
250,43,0,1,6,2,1,2,3,2,5,3,1,3,2,1,1,2,3,2,1,3,4,2,4,3,2,1,2,2,4,5,4,2,3,2,2,3,3,2,2,1,5,3,2,4,1,2,1,3,1,1,4,1,3,1,1,1,2,1,1,3,1,2,2,3,2,3,1,3,1,1,1,0,1,5,3,DTJA
251,38,0,1,15,1,2,1,1,1,4,2,1,2,2,3,2,3,5,2,1,2,3,5,5,2,3,3,4,1,1,2,4,1,2,2,1,1,1,1,3,3,2,2,1,4,2,1,1,3,2,3,2,3,2,2,1,1,2,3,1,4,1,2,3,3,3,3,3,2,1,0,1,0,1,5,9,TEE
252,35,1,2,9,2,2,1,5,3,5,1,2,5,2,4,5,4,2,5,2,3,1,1,3,3,2,2,2,4,3,1,3,4,2,1,2,1,2,3,1,2,3,3,2,1,3,3,3,2,3,3,1,2,3,4,5,1,1,2,5,1,3,3,1,1,5,1,5,3,0,1,0,0,0,5,11,IAA
253,23,0,3,8,2,1,2,4,3,3,2,1,5,2,4,4,4,1,4,1,1,2,1,1,2,2,1,3,5,3,1,4,5,1,2,1,2,1,4,1,3,2,3,1,3,1,1,1,1,2,1,3,3,3,4,5,3,2,1,2,2,2,1,3,2,4,1,4,3,1,0,0,1,1,2,10,BIO
254,24,1,0,11,4,1,3,5,1,5,2,3,5,2,4,5,5,1,4,1,3,3,3,1,3,1,2,2,5,1,3,3,5,1,2,3,2,2,3,1,1,2,3,1,3,2,2,1,2,2,2,1,3,2,4,5,2,3,2,2,1,1,2,2,1,4,1,4,5,0,0,1,1,1,4,2,AEE
255,36,1,1,6,2,2,3,3,1,5,3,3,3,3,2,3,3,2,1,2,1,5,2,4,3,2,2,3,1,4,4,3,3,1,1,2,1,2,2,2,3,4,2,1,4,1,2,1,1,3,3,4,3,1,2,1,3,3,1,1,3,3,3,1,2,1,3,3,2,0,1,0,0,1,1,10,DTJA
256,24,1,1,12,1,2,3,2,3,4,2,4,3,1,3,2,2,3,3,2,4,1,2,3,1,5,4,3,1,3,3,3,3,1,1,3,1,1,1,3,1,3,1,5,1,1,2,3,3,4,3,1,4,3,1,2,3,2,1,2,1,1,3,3,1,5,2,2,2,1,1,0,0,0,2,3,EMII
257,33,0,1,7,1,2,1,2,2,3,1,1,3,2,3,2,1,2,1,5,1,5,2,1,5,1,2,3,1,5,2,4,3,1,2,1,3,2,2,2,2,1,5,1,5,1,1,1,3,2,2,4,3,3,3,1,1,2,3,2,3,2,3,1,5,3,3,2,3,1,0,0,0,0,4,4,EMP
258,42,1,6,7,3,3,3,1,3,4,3,1,1,1,2,3,3,2,3,5,1,5,1,1,4,3,2,3,2,5,3,4,3,1,3,2,3,3,3,3,2,1,5,2,4,1,2,1,2,2,2,4,3,2,2,1,2,3,1,3,1,1,3,1,4,2,1,1,2,1,0,0,1,0,1,3,EMP
259,29,0,1,6,3,2,1,2,3,5,2,1,1,2,1,3,1,1,2,3,3,4,1,5,3,2,3,1,3,4,5,3,2,2,1,1,3,3,1,3,2,4,2,3,5,2,2,3,3,1,1,4,3,3,1,3,2,1,1,1,1,3,1,3,1,1,1,1,1,1,1,0,1,0,3,0,DTJA
260,41,1,1,3,3,4,5,2,3,3,1,1,2,4,1,1,2,1,3,1,3,2,1,1,1,1,1,1,2,1,2,3,3,1,4,3,3,3,3,5,5,3,5,2,1,5,3,3,3,1,2,2,1,3,2,2,2,2,3,1,3,4,3,2,2,2,3,2,1,0,0,0,0,0,3,6,ISAIA
261,19,0,2,4,1,1,1,1,3,5,3,1,1,3,3,1,2,3,3,4,2,5,2,4,1,1,2,2,1,4,4,5,3,1,3,1,3,2,1,2,3,3,3,1,5,2,1,3,2,2,1,4,1,1,3,3,1,3,1,1,2,1,3,3,4,1,3,1,2,0,1,1,0,0,4,5,CAA
262,30,0,4,10,3,3,2,5,2,3,1,3,4,3,5,5,5,3,4,1,1,2,3,3,1,2,2,2,4,3,2,4,4,1,3,1,1,5,3,2,2,3,2,1,2,3,3,2,3,1,2,2,3,4,4,5,1,2,3,1,2,2,3,1,2,5,1,5,3,0,0,1,0,1,1,6,PIP
263,37,0,6,14,3,3,3,1,1,3,1,5,1,1,2,2,3,1,4,2,3,3,2,3,1,5,2,1,3,1,2,5,1,3,3,1,2,2,1,1,3,1,1,3,2,3,3,4,3,1,3,3,3,3,3,3,4,2,5,1,1,1,2,3,1,2,5,1,1,1,1,0,1,0,4,4,ICMP
264,23,0,4,12,2,1,1,2,1,5,3,5,2,3,3,1,2,1,3,1,4,2,2,2,2,5,5,3,3,3,3,3,1,3,1,2,1,3,3,3,3,1,2,5,3,1,2,5,3,4,3,3,5,1,2,3,5,1,2,1,1,1,1,2,1,5,3,2,3,0,1,0,0,0,0,11,EMII
265,34,0,5,14,1,3,1,3,1,3,3,4,3,3,1,2,1,1,5,3,2,1,1,2,1,4,1,3,3,2,2,4,1,2,3,2,3,3,3,1,1,1,1,1,1,3,1,4,2,1,3,1,3,3,1,1,5,2,5,2,3,3,2,2,3,2,4,3,2,0,0,1,1,1,0,0,ICMP
266,27,0,4,2,3,5,5,2,3,3,2,1,1,4,3,2,2,1,3,1,2,1,1,3,1,1,4,1,1,2,2,4,2,2,3,1,2,1,3,5,5,2,1,3,3,4,3,1,2,3,1,2,1,2,2,2,2,4,3,3,1,1,5,4,2,1,1,1,1,0,1,1,1,0,4,12,ESIIA
267,30,0,2,0,2,5,3,1,3,1,2,2,2,3,2,3,3,1,2,4,2,3,2,2,3,3,1,3,1,3,2,4,3,1,3,1,2,3,1,5,4,1,2,2,1,4,4,2,1,1,1,5,3,3,1,1,1,5,2,3,3,1,5,1,3,2,3,3,3,0,1,1,0,0,4,7,IGGLIA
268,36,1,2,8,3,3,3,5,3,5,2,3,5,3,5,4,5,1,5,3,2,3,3,1,1,2,3,1,5,1,3,4,4,1,1,1,1,1,4,1,2,2,3,3,1,2,3,3,1,3,2,1,2,3,4,5,2,1,3,2,1,3,1,2,3,4,3,4,2,1,0,0,0,1,4,14,BIO
269,31,1,0,11,4,3,3,5,2,3,3,1,5,3,5,4,5,3,5,1,3,2,3,2,2,2,3,1,4,1,3,4,5,1,3,3,1,1,5,2,3,2,1,2,1,2,2,3,1,1,3,2,3,2,4,4,1,2,1,1,1,3,3,2,3,5,2,4,4,0,1,0,0,0,4,13,AEE
270,44,1,5,10,1,1,2,4,3,5,2,1,5,3,4,5,4,2,5,1,3,3,1,3,2,3,2,3,4,1,3,4,4,3,2,2,1,5,4,2,3,2,2,1,1,3,2,1,3,2,2,3,1,4,5,4,3,1,3,2,3,3,2,2,1,4,3,4,2,0,1,1,0,0,0,7,PIP
271,20,1,6,7,2,2,3,1,1,4,2,1,2,3,1,2,1,1,1,4,1,4,1,2,4,1,2,1,3,5,1,4,2,3,3,2,2,1,1,1,2,1,5,2,5,3,1,3,1,3,2,4,1,2,2,3,1,1,2,2,2,1,1,2,4,3,2,1,2,1,0,0,1,1,4,2,EMP
272,20,0,1,5,1,2,3,3,1,3,3,1,2,3,2,1,3,3,2,5,3,5,1,5,1,3,1,1,3,4,3,5,2,2,1,2,1,3,2,3,1,2,3,3,5,2,3,1,2,2,3,4,2,2,1,2,3,1,1,2,1,2,3,1,4,3,1,1,1,1,1,0,0,1,4,10,FIC
273,18,1,2,11,5,1,3,5,2,5,1,3,4,3,4,4,4,2,5,2,3,1,3,3,3,3,2,1,5,3,3,5,5,3,1,1,1,1,4,1,3,3,3,1,3,3,2,3,3,3,3,2,3,2,4,5,3,2,3,3,3,3,3,1,3,4,2,5,5,1,0,1,0,1,5,3,AEE
274,32,0,1,12,3,1,1,3,2,4,2,4,3,1,3,3,3,2,2,3,5,2,3,1,3,5,5,3,1,1,2,5,3,1,2,3,1,3,3,2,3,3,1,5,3,1,3,5,1,5,1,3,5,1,3,2,4,2,3,3,2,3,2,3,1,4,3,1,1,1,0,1,1,1,1,14,EMII
275,30,0,1,16,1,2,3,2,1,5,1,3,1,3,3,3,3,5,2,1,1,3,4,4,2,1,2,4,3,3,2,3,3,2,3,2,4,2,2,1,3,1,2,3,4,3,1,2,3,3,5,4,1,3,1,3,3,2,2,5,4,3,2,3,2,2,3,2,1,1,1,1,1,0,0,4,TEH
276,39,1,4,3,1,3,4,3,4,1,1,1,3,5,2,3,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,3,1,1,5,1,2,3,1,4,4,3,4,1,2,4,2,1,1,3,2,1,3,3,1,2,1,1,2,1,2,5,5,3,1,3,3,3,2,0,0,1,0,1,2,3,ISAIA
277,34,0,4,16,2,1,1,2,3,4,2,1,2,3,3,2,2,5,2,2,1,1,5,5,2,3,2,5,3,3,2,5,3,2,2,2,5,1,3,1,2,3,1,1,5,2,1,1,1,1,4,4,2,2,3,1,3,3,1,4,4,1,3,1,2,2,1,1,1,1,1,1,0,0,3,6,TEH
278,39,0,1,5,3,3,3,2,2,5,3,3,2,1,2,3,1,2,2,5,3,5,3,5,1,3,1,1,2,4,2,4,1,1,3,1,1,3,3,1,3,1,1,1,4,1,3,1,3,1,3,5,3,1,1,2,3,1,1,3,1,2,2,2,4,1,3,3,2,1,0,0,1,1,3,1,FIC
279,23,1,5,14,2,2,2,2,3,4,3,5,2,1,2,1,3,1,5,1,3,1,3,3,3,5,2,3,3,1,3,3,2,1,3,1,3,2,1,3,2,1,1,2,3,1,1,4,3,3,1,3,3,3,1,1,4,1,4,1,3,3,3,1,3,2,4,1,3,1,1,0,1,0,3,2,ICMP
280,23,0,1,7,1,3,3,1,2,5,2,2,2,1,2,3,3,2,3,5,1,4,2,2,4,1,3,2,2,5,3,4,3,3,3,1,1,2,3,3,2,1,4,3,4,2,1,1,1,2,1,5,3,2,3,1,1,2,3,2,1,3,3,3,4,1,1,1,3,0,0,1,1,0,3,2,EMP
281,19,0,3,1,3,5,4,3,5,3,3,2,2,5,1,3,3,3,3,2,3,3,2,1,1,3,3,2,1,1,1,3,2,2,3,2,3,1,3,5,4,1,2,1,2,3,1,3,4,1,1,3,3,1,3,3,3,5,3,1,1,2,3,2,2,3,3,3,1,0,0,0,1,1,0,10,IMTICIA
282,20,0,0,15,2,1,3,1,3,3,1,1,1,1,3,3,2,5,2,3,1,1,4,5,3,3,1,4,1,2,2,3,1,1,1,1,3,3,1,2,1,3,2,3,5,1,1,3,3,3,1,1,2,3,1,2,2,2,1,3,4,3,1,2,3,3,2,3,1,0,1,0,0,0,1,12,TEE
283,38,0,5,12,1,3,3,2,1,3,3,5,2,1,1,3,1,3,2,2,5,1,3,3,3,4,4,3,3,3,3,4,1,3,3,2,1,1,1,2,1,1,2,4,2,2,3,4,3,5,2,2,4,1,1,2,3,3,1,1,1,2,1,2,1,5,3,1,2,0,1,1,0,0,3,0,EMII
284,41,1,0,14,2,3,1,2,1,3,1,5,3,3,1,2,2,2,4,3,3,3,1,1,3,5,1,1,1,1,1,5,2,2,2,3,3,2,2,2,2,3,1,2,2,3,3,4,2,2,2,1,1,2,2,1,3,2,5,2,1,1,1,3,1,1,4,1,1,0,1,0,0,1,2,12,ICMP
285,33,0,2,2,3,3,5,1,5,3,2,2,1,3,3,1,3,1,2,3,1,2,1,1,3,1,5,2,1,1,1,4,3,1,4,1,1,2,2,5,4,2,2,1,2,3,1,3,1,1,1,3,2,1,2,3,3,5,2,2,3,2,5,5,2,1,1,1,3,0,1,0,0,1,0,12,ESIIA
286,26,1,5,14,2,1,1,2,3,3,3,4,1,3,2,1,1,1,5,2,2,2,1,2,2,4,1,1,1,2,3,4,3,2,1,2,1,1,3,3,2,3,1,3,3,1,3,5,3,3,3,3,2,3,1,2,3,3,4,2,1,1,2,3,3,3,4,3,2,1,1,1,0,0,0,9,ICMP
287,39,0,2,14,3,3,3,2,1,4,2,4,1,1,2,2,1,2,5,3,2,1,1,1,2,5,1,1,3,3,3,5,3,3,2,3,3,1,3,2,1,1,3,2,1,2,3,3,1,1,2,1,3,2,3,1,3,1,5,1,1,3,3,3,1,3,5,1,3,0,0,1,1,0,4,1,ICMP
288,18,1,2,14,3,3,2,3,3,3,1,5,2,2,3,1,1,1,5,2,3,3,3,1,3,5,3,2,2,1,3,3,1,1,2,3,1,2,2,2,2,3,1,1,1,2,3,3,2,3,2,1,3,3,1,1,5,2,5,1,3,3,2,3,3,1,5,3,2,1,0,1,0,1,1,1,ICMP
289,43,0,3,8,1,2,2,4,2,5,3,1,4,2,5,4,5,3,5,2,1,2,3,3,3,3,2,1,5,3,1,5,5,3,3,2,3,2,4,3,1,3,2,3,2,1,2,2,3,2,1,1,2,1,4,5,1,2,1,1,2,3,1,3,2,5,3,4,1,0,1,1,0,0,4,2,BIO
290,30,0,6,8,3,2,3,4,2,3,3,1,4,2,4,4,4,3,4,2,3,3,3,1,1,3,2,1,4,1,2,5,5,1,2,1,1,1,4,2,3,3,1,2,2,3,1,1,2,2,2,2,1,2,4,4,2,2,3,1,1,3,2,2,1,5,2,4,2,1,0,0,1,0,3,14,BIO
291,45,0,4,0,1,3,4,1,4,2,2,3,1,3,2,3,1,2,3,5,2,3,2,3,3,3,3,1,3,3,2,5,3,3,4,2,3,2,3,4,5,1,2,2,3,4,5,3,1,1,1,4,3,3,3,1,1,5,2,1,3,2,5,1,2,1,1,2,1,1,0,0,1,0,2,3,IGGLIA
292,40,0,0,13,3,2,2,2,3,3,5,5,1,1,1,3,3,3,3,2,4,2,3,3,2,1,1,2,2,2,3,4,3,5,2,5,2,1,2,2,2,1,1,2,2,2,2,4,2,2,3,1,5,2,2,1,3,3,3,1,2,1,1,2,2,5,2,1,3,0,1,1,1,0,0,10,GCA
293,37,0,1,10,1,1,3,5,1,3,1,1,4,2,4,5,5,2,5,2,2,1,2,3,1,2,1,1,4,1,2,5,4,1,2,3,2,5,3,1,3,1,1,2,3,3,2,2,3,2,3,1,1,4,4,5,2,1,2,2,1,3,2,2,1,5,1,4,3,0,0,0,0,1,1,12,PIP
294,28,0,1,15,3,3,2,3,1,4,3,2,3,1,2,2,3,4,2,1,1,3,4,5,2,2,2,5,1,1,3,4,2,2,3,2,2,3,2,2,3,1,1,1,4,1,1,1,3,2,2,3,3,3,3,2,3,3,3,1,5,2,2,1,1,3,2,3,3,0,1,0,0,0,4,8,TEE
295,39,0,0,12,2,2,3,1,3,5,1,4,3,2,1,1,2,2,3,3,4,1,2,3,1,5,4,2,3,1,2,3,2,1,1,3,3,3,1,3,1,3,2,5,2,3,2,5,1,5,2,1,5,2,2,3,4,2,2,2,1,3,1,3,2,4,2,3,3,0,1,0,0,1,1,9,EMII
296,22,0,6,3,3,5,4,3,5,2,3,3,3,4,3,3,3,1,3,3,1,2,2,2,3,3,1,2,1,2,2,5,1,2,4,1,1,1,3,5,5,3,5,3,2,3,2,1,1,3,3,1,3,2,1,3,1,1,3,1,1,4,5,3,3,2,1,2,1,0,0,0,0,0,0,0,ISAIA
297,18,0,1,3,1,3,3,3,5,2,2,2,2,3,1,1,3,3,3,3,3,3,2,3,2,1,1,3,1,2,1,4,2,1,4,1,3,1,3,4,4,3,4,3,1,5,3,1,2,2,2,3,3,1,1,2,2,2,3,2,3,4,3,1,1,3,1,2,2,0,0,1,1,1,5,9,ISAIA
298,32,1,1,12,3,1,2,2,3,4,2,5,1,1,1,3,2,2,2,1,4,3,1,2,1,5,5,1,2,3,3,4,3,2,1,3,3,1,2,3,1,2,2,4,2,3,1,4,3,5,1,2,5,1,3,1,5,2,3,3,3,3,3,1,2,5,3,1,2,0,1,1,0,1,2,1,EMII
299,30,0,3,14,1,1,1,1,2,5,2,5,3,3,3,3,1,2,4,2,1,3,1,3,2,4,1,2,2,2,3,4,1,2,2,2,2,3,1,3,3,1,2,2,2,3,1,3,1,3,3,3,3,1,2,1,5,3,5,1,2,2,1,1,1,3,5,2,3,0,1,0,1,1,1,2,ICMP
300,44,0,3,3,2,4,3,2,4,3,1,1,3,3,1,2,2,1,3,3,1,3,1,1,3,2,1,3,2,2,2,3,2,1,3,1,2,2,1,5,3,3,5,3,2,3,1,1,2,3,3,3,1,1,3,2,3,2,1,1,1,5,3,2,3,2,1,2,1,0,1,0,0,0,3,0,ISAIA
301,45,0,4,5,3,1,2,1,2,3,3,1,3,2,1,2,1,3,1,4,1,4,2,4,2,3,2,3,1,4,2,4,3,3,1,3,3,2,3,3,2,3,2,1,4,3,3,2,2,3,3,4,2,2,1,3,2,2,2,1,2,3,1,3,4,2,1,2,3,0,0,0,0,1,1,2,FIC
302,42,0,3,11,4,3,1,4,2,4,1,3,5,2,5,4,5,1,5,3,1,2,2,3,2,1,3,2,5,1,3,5,4,3,2,2,3,3,3,3,2,1,2,1,2,3,2,2,1,3,1,2,2,1,5,5,2,3,1,2,2,2,3,2,2,4,2,5,4,0,0,0,0,1,5,5,AEE
303,19,0,3,3,3,3,5,3,3,1,1,1,1,4,3,2,1,3,3,1,1,2,2,3,2,3,2,1,3,3,1,3,3,1,4,3,3,2,1,4,4,3,4,3,1,3,1,3,1,1,2,2,3,2,1,1,1,2,3,1,1,5,3,2,1,3,1,2,3,1,1,1,0,1,1,13,ISAIA
304,21,1,3,15,1,2,3,3,1,4,3,3,3,3,2,3,1,4,3,1,1,1,5,4,3,3,1,5,3,1,1,5,3,1,1,2,2,1,1,1,2,1,3,3,5,1,1,3,2,3,3,1,1,3,2,3,3,1,3,2,5,1,2,3,3,2,1,1,2,1,0,0,0,1,5,9,TEE
305,38,0,3,0,3,3,3,3,4,3,2,2,2,3,3,1,2,3,2,4,3,1,3,1,3,2,2,3,3,2,1,3,1,2,4,2,2,1,2,4,3,1,1,3,2,3,4,2,1,2,2,5,1,2,1,2,1,5,3,2,1,3,3,3,1,3,3,3,1,0,0,1,1,0,0,11,IGGLIA
306,36,0,5,1,2,5,3,2,3,1,3,3,3,4,3,2,1,1,1,1,1,2,2,2,1,1,3,1,2,3,2,4,2,3,5,3,2,2,3,3,3,1,3,3,3,4,2,1,5,1,1,1,2,3,1,1,3,4,2,2,2,3,3,1,2,2,2,1,3,0,0,1,0,0,4,13,IMTICIA
307,25,1,3,5,1,1,2,3,1,3,3,3,3,3,1,1,2,3,1,5,3,4,3,5,3,1,2,1,1,5,1,5,2,2,3,3,1,3,3,2,3,3,2,3,5,1,3,3,1,2,3,4,3,1,2,1,2,3,3,3,1,1,3,2,4,3,3,2,1,1,1,1,0,0,5,2,FIC
308,41,1,1,5,1,1,3,1,3,4,3,1,3,1,1,3,1,1,2,4,2,5,2,5,3,1,3,1,3,4,1,4,2,3,3,3,1,3,1,3,1,3,3,3,4,1,1,3,1,1,2,4,1,1,1,3,2,2,2,1,3,1,1,2,4,1,1,3,1,1,1,0,1,1,2,0,FIC
309,29,1,3,1,2,4,4,2,4,3,1,3,3,3,1,1,3,1,3,1,3,1,2,3,3,3,1,2,2,2,3,3,1,3,5,3,1,1,1,4,3,3,3,2,1,5,2,2,4,1,3,1,1,1,2,2,1,4,2,2,3,2,4,2,2,1,2,1,3,1,0,0,1,1,2,4,IMTICIA
310,42,1,1,9,3,1,2,5,2,3,3,2,4,3,4,5,5,1,5,3,3,2,1,2,1,1,1,2,4,2,1,3,5,1,2,1,2,3,3,3,2,3,3,3,2,2,3,1,1,3,3,3,3,1,5,4,3,3,2,4,3,1,3,2,3,4,3,5,2,0,0,1,0,0,4,4,IAA
311,23,1,3,14,2,3,1,1,1,4,1,4,3,1,1,1,3,2,5,2,1,2,3,2,2,5,3,2,3,3,3,4,2,2,2,2,3,3,3,2,3,3,2,1,2,1,2,4,3,2,2,2,2,3,3,3,4,1,5,1,2,1,1,1,2,2,5,1,3,0,1,1,0,1,0,6,ICMP
312,28,1,1,4,2,2,2,2,1,3,1,1,2,2,1,1,2,3,3,4,2,4,2,4,2,1,3,2,3,4,4,3,2,1,2,2,2,1,3,1,2,3,2,1,5,1,1,3,1,1,3,4,2,3,2,1,1,1,1,2,3,3,2,1,5,2,1,1,2,1,0,1,1,1,1,10,CAA
313,19,0,1,15,1,3,3,1,3,5,2,2,3,1,1,2,2,5,1,3,2,2,5,4,1,1,2,4,1,2,1,5,1,3,3,2,1,2,3,1,1,2,2,3,4,1,1,1,2,3,1,3,1,1,2,1,2,2,3,1,4,2,1,3,2,1,3,3,1,0,1,0,1,0,5,3,TEE
314,24,0,1,3,3,3,5,2,3,3,1,3,3,3,3,3,3,2,1,2,1,3,2,3,2,3,3,1,1,1,1,3,3,3,4,1,3,3,1,5,5,3,4,1,2,4,2,3,3,1,2,1,1,1,2,2,1,3,2,1,2,5,3,1,3,2,1,3,1,1,1,0,0,0,2,1,ISAIA
315,33,0,1,0,2,5,5,1,5,3,3,3,1,5,1,2,3,3,2,5,3,2,2,2,1,2,2,2,1,1,1,3,3,1,3,1,3,3,1,5,3,3,2,2,1,4,4,3,3,3,3,4,1,3,2,2,1,5,1,3,2,1,4,3,1,2,1,3,3,1,0,0,0,0,1,10,IGGLIA
316,26,0,1,15,2,3,2,1,3,4,1,3,3,2,1,1,3,4,1,2,1,2,4,5,2,3,2,4,3,3,2,5,2,2,1,2,3,2,2,1,2,2,2,3,4,1,3,3,1,2,1,2,3,2,1,1,3,3,2,2,5,2,1,3,3,1,3,3,2,0,1,1,1,1,4,0,TEE
317,43,0,0,15,2,1,2,1,3,3,1,3,3,2,1,1,3,4,1,2,1,1,4,5,2,3,2,5,3,3,3,4,2,1,3,3,2,1,1,1,2,2,2,1,4,3,1,1,2,3,2,3,1,2,2,3,3,3,3,3,5,3,3,2,2,1,3,1,3,1,0,0,0,1,1,3,TEE
318,34,0,4,0,3,4,3,1,3,1,1,1,1,5,1,2,1,2,2,5,2,2,3,3,2,2,2,1,3,1,1,3,2,3,4,2,2,2,3,5,4,2,2,2,3,4,5,2,1,2,1,5,2,2,3,1,2,5,1,1,2,1,4,2,3,1,2,1,1,1,1,1,0,1,2,1,IGGLIA
319,22,0,1,11,5,1,1,5,3,4,3,1,4,2,5,4,4,3,4,2,2,3,1,2,2,1,1,2,5,3,3,5,5,3,2,2,2,2,5,2,1,2,2,2,2,3,1,2,3,2,1,2,3,1,5,4,3,1,3,2,2,3,2,2,1,5,2,5,4,0,0,0,0,1,3,2,AEE
320,41,1,6,15,3,3,3,3,3,4,1,1,1,1,1,3,2,4,1,3,1,1,5,3,2,2,2,5,1,2,3,5,2,2,2,2,3,1,1,1,1,1,1,2,5,3,2,2,2,1,1,3,3,1,3,1,1,1,3,2,4,1,1,1,3,2,2,2,2,1,0,1,1,1,5,8,TEE
321,43,0,3,13,1,1,2,3,2,5,5,4,2,3,2,2,2,1,1,1,4,3,3,2,1,1,2,1,1,2,1,5,3,4,1,4,1,2,2,2,1,2,2,1,3,1,1,4,1,3,2,3,5,3,3,3,5,3,2,3,1,1,3,3,2,4,3,2,2,0,0,0,1,1,4,1,GCA
322,26,0,0,14,1,2,1,1,1,5,2,4,1,1,3,3,2,2,5,2,1,2,2,3,1,4,1,1,3,1,3,3,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,4,2,2,2,1,3,3,1,3,4,2,5,1,2,2,1,2,3,3,5,2,1,0,0,1,1,0,0,14,ICMP
323,25,1,3,5,2,2,1,1,1,3,2,3,1,1,1,3,2,2,1,4,1,5,3,4,1,3,1,2,1,5,1,4,3,2,2,3,3,2,3,1,2,3,3,3,5,2,2,2,1,3,3,4,2,1,2,2,3,3,1,3,2,1,3,2,4,2,3,1,1,0,1,0,1,1,2,8,FIC
324,40,0,2,9,3,1,1,5,1,5,1,2,4,1,4,4,4,1,4,1,3,2,3,1,1,3,2,3,5,3,3,3,4,2,1,2,2,3,3,3,1,3,1,2,1,3,3,3,2,3,2,1,3,2,4,5,1,1,1,4,2,2,3,2,1,4,3,5,1,0,0,1,1,0,0,6,IAA
325,30,0,3,5,2,3,3,2,1,3,3,3,1,3,3,1,1,2,2,5,2,4,2,5,3,3,3,2,1,5,2,3,1,1,2,3,3,2,3,3,2,1,3,2,4,3,2,2,2,3,3,4,2,2,3,3,1,1,3,3,2,2,1,2,4,2,2,2,2,0,0,1,0,0,2,14,FIC
326,29,0,0,12,3,1,1,3,2,5,3,4,1,3,2,1,1,2,2,1,4,1,3,2,2,5,4,2,1,2,3,5,1,3,2,1,3,3,2,3,1,1,2,5,1,2,3,4,3,4,3,3,5,1,1,1,5,1,1,3,3,1,1,2,3,4,3,1,1,0,0,0,0,0,4,5,EMII
327,34,0,5,9,3,2,3,4,2,5,2,3,5,2,5,4,4,3,4,3,2,2,3,3,1,2,2,2,4,3,1,3,5,1,3,3,2,2,5,3,2,1,2,3,2,3,2,3,2,2,2,3,2,3,4,5,3,1,1,5,3,1,1,3,1,5,1,4,1,0,0,0,1,0,0,2,IAA
328,35,0,6,8,2,3,2,4,1,4,3,2,4,2,5,4,4,3,4,1,3,3,1,1,1,2,2,2,4,3,3,5,4,3,1,1,1,2,3,3,1,3,2,1,3,2,1,1,1,2,3,1,2,1,5,4,3,1,3,3,1,2,3,3,1,5,3,4,3,0,0,1,1,1,0,7,BIO
